Generated by : Dr. Ray Islam,,,,,,,,,
Genration Date: 04/10/2023,,,,,,,,,
Tool Used: Google Co-lab,,,,,,,,,
Model Used: CTGAN,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE
0,Cash loans,M,Y,Y,0,96773.6,169664.2,8817.9,145091.1
0,Cash loans,F,N,N,0,178520.9,733425.8,33030.7,534597.7
0,Cash loans,F,N,Y,0,119214.3,245016.4,25655.9,248940.6
0,Revolving loans,M,Y,Y,0,84094.3,144725.9,5211.2,248131.5
0,Cash loans,M,Y,Y,0,399263,447443.7,30520.4,462680.5
0,Revolving loans,F,N,Y,1,75847.1,291351.8,18949.6,272101.9
0,Cash loans,F,N,N,0,216067.3,653963.2,37806.7,673389.1
0,Cash loans,M,Y,N,0,103499,423998.9,17227.3,458744.1
0,Cash loans,F,N,N,1,117522.7,733264.8,35141.1,673333.5
0,Cash loans,F,N,N,1,124284.1,314709,19296,355907.3
0,Cash loans,F,N,Y,1,183537.2,990749.3,40303.5,1266474.6
0,Cash loans,F,N,Y,0,134141.7,503720.2,30838.2,468370.7
0,Revolving loans,F,N,Y,1,107529.4,699053.7,27942.2,939706.8
1,Cash loans,F,N,N,0,69251.5,306357.4,13895.4,217945.6
0,Cash loans,F,N,Y,2,133968.8,1599088.6,24287.9,449098
1,Revolving loans,F,N,Y,0,94670.6,279663.6,10038.8,216764.6
0,Cash loans,M,N,N,0,393391.2,889465.3,26851.7,607511
0,Revolving loans,M,Y,Y,0,68096.4,56773.4,9108.9,167172.1
1,Cash loans,F,N,N,0,176435.4,357441.2,49097.3,355604.6
0,Cash loans,F,N,Y,1,159257.8,377135.6,21704.4,237022.3
0,Cash loans,M,Y,N,0,154933.5,241801.8,21356.2,304327
0,Cash loans,F,N,N,0,47687.2,221452.9,7006.6,99377.6
0,Revolving loans,M,Y,Y,0,97597.6,57321.2,7923.3,146681.9
0,Revolving loans,M,N,Y,0,279803.7,136534.1,14546.7,299531.4
0,Revolving loans,F,N,Y,1,214682.4,139345,11629.5,193946
0,Revolving loans,F,N,Y,1,234719.7,1344138.9,43814.9,1293864.6
0,Revolving loans,F,Y,Y,0,85924.8,161842.2,9298.5,328749.4
0,Revolving loans,F,N,Y,1,200940,63445.1,9524.2,97230.8
0,Cash loans,F,N,Y,0,174099.9,1227386.7,59336.9,1394766.1
0,Cash loans,F,N,Y,1,55004.6,201466.4,12204.5,153126.7
0,Revolving loans,M,Y,Y,0,97848.4,308195.3,17581.1,310696.6
0,Revolving loans,M,N,Y,3,222245.1,273781.4,8891,310557.6
0,Revolving loans,F,N,Y,0,139394.8,553605.3,27495,450792.9
0,Cash loans,F,N,Y,1,156828.6,480762,22130.7,435210.7
0,Cash loans,F,N,Y,0,107973.5,618411.9,22219.1,518187.1
0,Cash loans,F,N,N,2,178890.5,688803.7,54403,876631.1
0,Cash loans,F,N,Y,1,228601.4,1069201.8,54728.3,1247533.3
0,Cash loans,F,N,Y,0,174632,981369.8,57088.3,923924.6
0,Cash loans,F,N,Y,0,224890.8,552599.7,26536.5,530640.5
0,Cash loans,F,N,N,1,105881,1129697.1,16660.7,1018073.5
0,Cash loans,M,N,Y,0,377491.1,1014043.6,39302,933378.1
0,Revolving loans,F,N,N,0,152773.6,394046.2,19188.5,289957
0,Cash loans,F,N,N,0,73192.2,738864.2,22808.9,695311
0,Cash loans,F,N,Y,1,148854.4,479160.4,33037.9,438952.5
0,Revolving loans,F,N,Y,0,104380.3,744076,19379.3,456794.8
0,Cash loans,F,N,N,1,232604.3,716418.1,53337.9,682164.6
0,Cash loans,F,N,Y,0,133915.4,527058.2,36090.8,672205.9
0,Cash loans,F,N,Y,1,176553.4,665276.5,31483.3,854168.3
0,Cash loans,M,N,N,1,132966.9,372279.8,29920.3,449471.6
0,Revolving loans,M,N,Y,2,187785.3,644430.7,65333.8,918352.6
1,Cash loans,F,N,Y,0,127519.1,466272.5,19805.2,465038.9
0,Revolving loans,M,Y,Y,0,152732,385861.1,19446,387713.2
0,Cash loans,M,N,Y,0,139100.6,836800.5,48287.2,1067357.5
0,Cash loans,F,N,Y,1,224923.1,412071.1,15139.1,141523.3
0,Cash loans,F,N,N,0,172566.4,225423.9,11526.6,191395.6
0,Cash loans,F,N,N,0,120152.3,382349.7,33853.2,293994.6
0,Revolving loans,F,N,Y,1,153240.1,219322,12791.6,161924.8
0,Cash loans,F,N,Y,0,205827.7,917011.3,61860.4,708511.7
0,Cash loans,F,N,N,0,61563.5,327698.8,22125.8,675603.9
0,Cash loans,M,N,Y,2,300539.5,649080.3,35329.4,873764.3
0,Cash loans,F,Y,N,0,69661,185255.5,13851.4,279814.1
0,Revolving loans,F,N,Y,3,210917.7,228558.3,11643.1,220108.7
0,Cash loans,F,N,Y,2,131979.8,511285.2,25516.6,456918.4
0,Cash loans,M,N,N,0,221503.8,998242.4,52286.3,856283.6
0,Cash loans,M,N,Y,2,156319.8,235004.5,21853.4,332165.4
0,Cash loans,F,N,Y,0,176134.8,1700845.7,25998.9,1436061.6
0,Cash loans,M,N,N,0,208176.3,778878.7,46627.8,673723.9
0,Cash loans,F,N,N,0,67080.4,339057.8,14410.2,299588.8
0,Revolving loans,M,N,Y,2,395381.5,443766.7,16428,455268.2
0,Cash loans,F,N,N,0,196002,982897.9,25700,351778.9
0,Cash loans,F,N,N,0,260671.7,495382.8,22079.7,460423.3
1,Cash loans,F,N,N,2,112454.4,427841.5,30928.2,389102.5
0,Revolving loans,M,N,Y,0,152072.5,235526.8,9720.3,180871.7
0,Cash loans,F,N,Y,0,137885.7,559882,24589.4,443864.3
0,Revolving loans,M,Y,Y,0,73240.4,83897.2,4577.2,180542.3
0,Cash loans,F,N,Y,0,141529,515156.3,26787.2,442709.3
1,Cash loans,F,N,N,0,45428,164864.1,13656.9,185065.6
0,Cash loans,M,N,Y,0,357862.7,792028.1,44593.3,1110857.2
1,Cash loans,F,N,N,0,97341.8,376039.4,15348.5,420243.4
0,Cash loans,M,N,Y,1,218670.1,424505.2,18897.9,258520.1
0,Cash loans,F,N,N,1,120458.3,313150.2,16143.7,297680.9
0,Revolving loans,M,N,Y,0,232283.1,200586.6,21699.6,309926.4
0,Cash loans,F,N,Y,0,117393.2,295190.5,13362.5,168479.8
0,Revolving loans,M,Y,Y,0,80985.2,134340,14336.7,641674.2
0,Cash loans,F,N,Y,0,151187.2,589479.4,35933.6,458682.8
0,Revolving loans,F,N,Y,0,91107.7,359787.3,5459.1,181339.8
0,Revolving loans,M,N,Y,0,212906.6,451153,25797.4,586956.6
0,Cash loans,M,N,Y,1,183721.2,756542.1,40587.8,917211.8
0,Cash loans,F,N,N,0,181729.9,1213709.9,56086.8,1128559.3
0,Revolving loans,F,N,Y,0,240757.5,150910.7,11882.9,149489.4
0,Cash loans,F,N,Y,1,155224.9,264383.2,34152.7,354931.1
0,Cash loans,F,N,Y,3,79769.2,697119,25113.8,673756
0,Cash loans,M,N,N,0,211921.6,970755.1,59433.9,1570573
0,Cash loans,M,N,N,1,178450.7,903427,69425.3,705045.7
0,Cash loans,M,N,N,0,222422.2,641332.3,26484.8,449541.1
0,Revolving loans,F,N,N,0,215147.3,464446.4,25016.9,456402.7
0,Cash loans,F,N,N,1,115178.9,1138222.4,37819.4,799053.5
1,Cash loans,F,N,Y,1,151606.5,306879.8,25202.9,276360.5
0,Cash loans,F,N,N,0,122701.5,2142720.5,49466.6,682441
0,Cash loans,F,N,Y,1,315836.8,220292,37973.3,502366
0,Cash loans,M,N,Y,1,84077.5,211319.3,7158.9,195525.1
0,Cash loans,M,N,Y,3,709655.5,609133.6,53151.2,519652.3
0,Cash loans,M,N,N,1,156769.1,743933.6,38195.9,885981.8
0,Cash loans,M,N,Y,1,229197.5,862450.3,46091.6,950111.3
0,Cash loans,M,N,N,0,155402.9,371501.6,10880.1,243938.7
0,Revolving loans,F,N,Y,0,225538.5,479234.1,23941,466102.1
0,Cash loans,F,N,N,1,134357.6,502574.2,33053.9,457317.2
1,Cash loans,F,N,Y,2,78780.9,1139586.9,34681.5,517979.6
0,Cash loans,F,N,Y,0,205282.3,708798.8,32505.6,665711.6
0,Cash loans,M,N,N,0,128227,761473.3,44291.4,690383.9
0,Cash loans,M,N,Y,1,180294.1,1727877.1,48851.3,898277.1
0,Revolving loans,F,N,Y,2,61717.6,299173.9,14324.6,282565.7
0,Cash loans,F,N,Y,1,310312.2,1035153.3,36944.6,775223.6
0,Revolving loans,F,N,Y,0,158840.5,311924.4,42696.8,370277.8
1,Revolving loans,F,N,Y,1,153140.3,119226.7,7936.5,154484.3
0,Cash loans,F,N,Y,0,129549.3,1346704.2,60002.7,894548.7
0,Revolving loans,F,N,N,1,193160.8,279778.2,2982.1,217914.3
0,Cash loans,F,N,Y,1,467693.4,954021.9,47169.3,1338160.6
1,Cash loans,M,N,N,2,113263.5,301445,16378.9,261888.9
0,Cash loans,M,N,Y,0,223178.3,908623.6,37421,543071.4
0,Cash loans,M,N,N,0,136467.1,799805.8,34656.4,923142.3
0,Cash loans,F,N,Y,1,179687.8,853067.6,76497.9,1241618.2
0,Cash loans,M,N,Y,1,183125.9,975320.4,51913.1,861826.3
0,Cash loans,F,N,Y,0,111390.9,419109.8,26110.8,308495.7
0,Revolving loans,F,N,Y,1,195462.4,191813.7,14152,127937.8
0,Revolving loans,F,N,Y,1,238502.3,748257.3,32043.3,687873.7
0,Cash loans,F,N,Y,1,156790.9,1091945.6,55633.9,837466.1
0,Cash loans,M,N,Y,1,181186.2,676019.9,28813.2,496322
0,Cash loans,F,N,Y,1,64344.9,672146.5,22164.6,321831.7
0,Cash loans,F,N,Y,1,69053.6,618214.4,24972.1,673870.8
0,Cash loans,M,N,N,0,89625,179322.1,18049.2,192751.5
0,Cash loans,F,N,Y,2,142722.3,792602.6,31628.1,451945.8
0,Cash loans,F,N,Y,2,121169.1,652217.6,29941.1,680550.7
0,Cash loans,F,N,N,0,85003.4,814816.3,26730.5,287502.2
1,Cash loans,F,N,Y,0,150335.3,343723.5,23230.9,247684.7
0,Revolving loans,F,N,Y,0,109600.3,760747.2,30784.3,550544.1
0,Cash loans,F,N,N,2,180563.6,1180546,45178.4,905530.2
0,Revolving loans,F,N,Y,0,66917.4,151283.8,8855.1,184045.8
0,Cash loans,F,N,Y,0,129440.9,299309.1,18459.4,320924.1
0,Cash loans,M,N,Y,0,64558.9,190411.3,12975,109021.1
0,Revolving loans,M,Y,Y,0,90022.7,167493.4,10135,230774.3
0,Revolving loans,M,N,Y,2,158682.6,1691274.2,44755.7,1301314.7
0,Cash loans,F,N,Y,1,231652.3,616015.3,29647.9,659993.6
0,Revolving loans,M,N,Y,1,80032.9,1275468.7,50790.2,1307609.5
1,Cash loans,F,N,Y,0,60626.6,534090.9,27543.3,470829
0,Revolving loans,F,N,Y,2,224388.1,408518.7,15527.5,535721.4
0,Cash loans,F,N,Y,0,47088.4,475729.5,15917.9,190273
0,Revolving loans,M,Y,Y,0,82723.3,174474.6,9994.4,216249.1
0,Cash loans,F,N,N,0,220964.4,1453197.1,59113.4,937147
0,Revolving loans,M,Y,Y,0,94726.1,69377,6186.8,216289.8
0,Revolving loans,M,Y,Y,0,206052.5,151008.7,12193.7,174729.3
0,Revolving loans,M,N,N,2,67893.5,357525.6,12619.9,378681.7
0,Cash loans,F,N,N,0,67224.3,433454.3,18939.6,274527.6
0,Cash loans,F,N,N,0,64179.1,254846.9,12550,133336.5
0,Cash loans,M,Y,Y,0,158583.2,66720.1,5822.5,176114
0,Cash loans,F,N,N,0,80790.6,541656.1,36220.9,440928.8
0,Cash loans,F,N,Y,0,102899.6,598621.7,37315.8,464005.9
0,Cash loans,F,N,N,4,181753,1258726.1,58199.3,1512589
0,Cash loans,M,N,N,0,183622.7,713637.6,40117.6,670763.3
0,Cash loans,F,N,Y,0,201991.6,796843,32324.5,669658.1
0,Cash loans,F,N,N,0,79534.2,340903.7,30204.2,338857.3
0,Revolving loans,M,Y,Y,0,64013.6,86191.4,11852.9,55427.5
0,Revolving loans,F,N,Y,3,235343,278149.4,14763.3,265565.5
0,Cash loans,F,N,Y,1,154465.1,329829.2,25838.5,265109.3
1,Cash loans,F,N,N,0,137472.4,947258.2,41819.4,700670
0,Cash loans,F,N,Y,1,103333.3,942449.1,38718.7,1068596.4
0,Cash loans,M,N,Y,0,161281.3,522381.4,28646.8,444786
1,Cash loans,M,N,Y,0,185782.9,662664,41012.8,846476.1
0,Cash loans,F,N,N,2,79813.2,466798.1,20813.2,435483.4
0,Revolving loans,M,Y,Y,0,248828.1,143612.6,7486.3,256322.1
0,Revolving loans,F,N,Y,0,266444.5,275787,14389.3,204337.7
0,Cash loans,M,Y,Y,0,73314.2,796936.5,26921.8,861490.7
0,Cash loans,F,N,Y,1,176787.8,811742,55313.1,672159.9
0,Cash loans,F,N,N,0,108118.9,539297,22514.8,454119.1
0,Revolving loans,F,N,Y,0,122462.8,761052.7,22524.6,699490.2
0,Cash loans,M,N,Y,0,174499.7,747354.4,44254.3,887004.9
0,Cash loans,F,N,N,1,75747,363923.3,12601.3,258304.2
0,Cash loans,M,N,N,2,257428.5,442001.4,41293.3,457389.9
0,Cash loans,F,N,N,1,82616.1,615854.2,22879.8,683428.3
0,Cash loans,M,N,Y,2,151944.8,675059.6,39634.4,863534.2
0,Cash loans,M,N,N,0,190424.2,91479.3,11049.9,141894
0,Cash loans,M,N,Y,0,158069.7,167219.5,27542.9,291159.8
0,Revolving loans,M,Y,Y,0,215883.1,322700.2,9427.8,244729.1
0,Cash loans,F,N,Y,1,228417.2,1308269.9,46903.5,954324.2
0,Cash loans,F,N,Y,0,89379.3,531762.5,34772.3,429252.6
0,Revolving loans,M,Y,Y,0,90690.6,49561.2,8509.9,332553.4
0,Cash loans,F,N,Y,0,200817.3,362185.1,26428.8,268441.2
0,Cash loans,M,N,Y,0,137871.4,723231.7,30428.4,681388.4
0,Cash loans,M,N,N,0,155214.1,247342.3,8425.8,162371.1
0,Cash loans,M,N,Y,3,158520.6,354061.2,25401.9,399499.8
1,Cash loans,M,N,N,0,174435.8,837716.9,25706.1,718619.4
0,Revolving loans,F,N,N,0,126634.2,762467.2,18629.8,690395.9
0,Revolving loans,M,N,Y,0,156938,423223.3,20548.4,398338.9
0,Revolving loans,F,N,Y,1,200243.8,255036,12128.8,236746
0,Cash loans,M,N,Y,0,175918.3,711862.7,38948.3,662883.8
0,Cash loans,M,N,N,1,105384.6,661733.7,27543.6,471016
1,Cash loans,F,Y,Y,0,153079.8,212020.8,4403.4,191850.2
0,Cash loans,F,N,N,0,86033.2,770218.7,20883.1,878820
0,Cash loans,F,Y,Y,0,114319.7,204213.6,16007.9,253439.4
0,Cash loans,M,N,N,1,141309.8,767825.5,57449.2,891353.5
0,Cash loans,F,N,N,1,110647,478897.8,19695.5,323297.7
0,Revolving loans,F,N,Y,0,111893.4,422341.1,18563.3,282214.1
0,Revolving loans,F,Y,Y,0,77778.7,301172.2,10642,289456.8
0,Revolving loans,M,Y,Y,0,239255,212160.8,5062.1,229531.5
0,Cash loans,F,N,N,0,88418.2,360369.7,15505.5,291147.8
0,Cash loans,F,N,Y,0,158498.6,1311218.3,27699.8,677668
0,Cash loans,M,N,N,2,208600,828372.2,48491.6,696647
0,Cash loans,F,N,N,0,158023.2,447115.2,24235.1,443451.3
0,Cash loans,M,N,Y,0,178597.5,715371.6,27826,477110.1
0,Cash loans,F,N,Y,1,500358,918462.6,40180.3,769632.9
0,Cash loans,M,Y,Y,0,385160.4,932745.5,35042.2,877318.1
0,Revolving loans,F,N,N,0,126457,547946,27454.6,449869.1
1,Cash loans,F,N,Y,0,139674.6,929799.8,33140.6,459066.4
0,Cash loans,M,N,Y,0,56213.3,223550.8,9822.7,52833.8
0,Revolving loans,M,Y,Y,0,157352.4,249062.4,8703.9,158896.1
1,Revolving loans,F,N,Y,1,204806.7,216971.8,12160.6,133976.9
0,Cash loans,F,N,N,2,340606,594311.6,31327.5,468147.9
0,Cash loans,M,N,N,1,102072.6,693655.3,32015.6,494112.8
0,Cash loans,F,N,N,0,188035.2,277325.9,20510.5,172503.5
0,Cash loans,F,N,N,2,230378.1,556751.3,35037.8,446658
0,Revolving loans,F,N,N,2,78885,214129.3,8106.1,284633.8
0,Cash loans,M,N,N,1,77965.2,366318.9,17070.7,411015.2
0,Revolving loans,F,N,Y,0,218198.4,196580.1,13848,216523.1
0,Cash loans,M,N,N,1,186185.4,842545.3,45281.7,925225.6
0,Revolving loans,M,N,Y,3,231468.5,458819.5,23549.9,446260.6
0,Cash loans,M,N,N,0,119953.2,553636.6,50506.5,851091.4
0,Cash loans,F,N,N,0,84277.7,273143.4,21243.9,370163.9
0,Cash loans,M,N,Y,0,120319.1,448327.6,24626.1,431128
1,Cash loans,F,N,Y,0,279603.6,1423409.5,60686.1,1444694.8
0,Cash loans,M,N,Y,2,441852.2,2460180,61424.1,1307378
0,Cash loans,F,N,Y,0,204524.3,511387.5,26252.3,145715.1
0,Cash loans,F,N,Y,0,210841.7,519220.4,30161.4,604507.7
0,Revolving loans,F,N,N,0,219916.2,513704.2,22091.6,559926.5
0,Cash loans,M,N,N,1,415855.4,897402.4,38530.7,1032119.6
0,Revolving loans,F,N,N,0,81075.8,200411.7,10240.1,242097.9
0,Cash loans,F,N,Y,1,87968.4,1001058.4,37476.2,913736.2
0,Cash loans,F,N,N,0,134689.6,582099.9,36132.9,428780.6
0,Revolving loans,F,N,Y,0,159896,247908.3,12412.4,360356
0,Cash loans,F,N,Y,3,133468.6,506085.5,42674.4,438106.7
1,Cash loans,F,N,Y,0,231662.3,1251467.2,65263,1317391.2
0,Revolving loans,M,Y,Y,0,64554.6,190558.8,5803.8,133359.4
0,Cash loans,M,N,N,2,227584,1055021.7,40773.6,672029.2
0,Cash loans,M,Y,Y,0,464194.4,505091,35999.1,1415999.9
0,Revolving loans,M,N,Y,0,171743.1,189916.8,13280.2,164355.1
0,Revolving loans,M,Y,Y,0,96319.4,116427.2,7427.7,243092.7
1,Revolving loans,M,N,Y,0,181899.4,964509.3,21985.8,857484.5
0,Revolving loans,M,Y,Y,0,69728.6,75887.4,9193,219347.2
0,Cash loans,F,N,Y,1,125558.1,322781.7,13064.4,270255.4
0,Cash loans,F,N,N,1,194468.8,221103.6,14753.4,151225.1
0,Revolving loans,M,Y,Y,0,100992,126207.8,18040.5,285599.4
0,Revolving loans,F,N,N,0,73925.6,174682.5,10139.5,261033.3
0,Revolving loans,F,N,Y,3,204309.9,193532.3,18388.8,161105.4
0,Revolving loans,F,N,Y,0,155592.6,383866.3,20940.3,392563.3
0,Cash loans,F,N,N,0,59957.8,256081.8,7892.5,132217.6
0,Cash loans,M,N,N,0,179180.1,935986.5,61203.3,1059286.8
0,Cash loans,F,N,Y,1,143557.5,1275416.8,32572.6,1068001.1
0,Cash loans,F,N,Y,1,145262,1105768.3,50425.4,795750.6
0,Cash loans,M,N,Y,1,259243.7,832976.8,19633.5,706079.7
0,Cash loans,F,N,Y,0,121943.4,369108.8,10223.4,456616.5
0,Cash loans,M,N,Y,0,262361.6,239170,18893.9,162928.1
0,Cash loans,M,N,N,0,113649.5,774076.6,32099.8,469997.4
0,Cash loans,M,N,Y,1,132554.7,284788.1,8135.8,221468.6
0,Revolving loans,F,N,Y,0,157060.8,308360.5,18971.9,389746.6
0,Cash loans,M,N,Y,0,183238.9,939859.5,34315.6,810093.6
0,Cash loans,F,N,Y,1,106286.1,401722.5,3701,209003.2
0,Cash loans,M,N,Y,1,532113.2,809924.9,56107.9,683673.1
0,Revolving loans,F,N,Y,1,89319.4,216815.2,14027.4,171031.1
0,Cash loans,F,N,Y,0,99147.7,387951.7,19553.1,231793.7
0,Revolving loans,F,N,N,3,398822.9,1121795.7,56328.9,897776.8
1,Cash loans,F,N,N,0,150338.7,397410,20544.9,353150.8
0,Cash loans,F,N,Y,0,150647.1,604863.1,40517.2,459450.1
0,Cash loans,F,N,N,0,195677.8,281744.9,17435.4,261949
0,Revolving loans,F,N,Y,0,98080.1,171207.3,14187.5,202327
0,Cash loans,F,N,N,0,175830.4,1368493.8,58692.4,1581905.9
0,Cash loans,F,N,Y,0,179048.4,948123.2,53054.1,694115.2
0,Cash loans,M,N,N,2,312497,1397092.5,47416.7,1351401.9
0,Cash loans,F,N,Y,1,182342.1,898808.3,40644.2,901641.2
0,Revolving loans,F,N,Y,3,297843,342786.4,33957.3,258399.7
0,Revolving loans,M,N,Y,3,203295.9,248527.3,8727.1,238568.4
0,Cash loans,M,Y,Y,0,89256.1,128210.2,9437.4,270106.8
0,Cash loans,F,N,Y,0,212199,237603.2,14147.5,123965
0,Cash loans,F,N,Y,0,48000.7,287259.9,24202.5,265025.1
0,Cash loans,F,N,Y,1,120833.7,1279353.8,57392.6,897236.8
0,Cash loans,F,N,N,0,117309.4,193863.9,14865.7,167363
0,Cash loans,F,N,N,2,120418.1,750456.9,42609.3,1111915
0,Cash loans,M,Y,Y,0,52801.1,99505.3,11199.7,166098.5
0,Cash loans,M,N,Y,0,70980.9,295768,25585.9,169623.8
0,Revolving loans,F,N,Y,3,215588.2,775914.3,26646.5,933632
0,Cash loans,F,N,Y,0,83901,207013.5,27766.4,172413.2
0,Cash loans,M,N,N,0,219492.8,523479.2,41045.8,454016.1
1,Cash loans,F,N,Y,0,196071.1,481911.8,27865.5,449906.8
0,Revolving loans,F,Y,Y,0,77298.5,167755.8,8372,94742.4
0,Cash loans,M,N,Y,0,222919.1,465989,31915,464665.4
0,Cash loans,F,N,Y,0,68092.2,291743.9,7690,158806
0,Cash loans,F,N,N,0,193321.7,461370,19310.6,520594.7
0,Cash loans,M,N,Y,1,488448,999918.8,48298.5,1106518
0,Revolving loans,M,Y,Y,0,110599.7,136433.9,9023.3,334913.1
0,Cash loans,F,N,Y,1,191126,70356.3,13972.3,117135.9
0,Cash loans,M,N,Y,1,156337.7,251244.9,14647.6,247598.3
0,Cash loans,M,N,Y,1,359577,622752.9,33503,919840.1
0,Cash loans,M,Y,Y,0,213689.9,176273.9,8750.5,134421.7
0,Cash loans,M,N,Y,1,131071.7,1240186.5,71896.3,914700.1
0,Revolving loans,M,Y,Y,0,83138.9,121313.5,10882.9,322388.6
0,Revolving loans,M,N,Y,3,255095.1,222955,8870,314359.7
0,Cash loans,F,N,Y,2,109706.6,657591.1,20914.4,463341.1
0,Cash loans,F,N,Y,1,111254.4,196176.7,24803.9,659746.4
0,Cash loans,F,N,Y,0,83415,870244,22046.3,648787.3
0,Revolving loans,F,N,Y,1,89266.7,504379.2,17459.9,577118.5
0,Cash loans,F,N,Y,0,106819,398152.7,17823.8,473735.3
0,Revolving loans,F,N,N,0,259864.1,857948.4,41182,692588
0,Cash loans,F,N,Y,0,157354.3,288564.3,30344.6,169923.9
0,Cash loans,F,N,N,0,233488.7,764307.5,65823.7,686174.1
0,Cash loans,F,N,N,0,69515.1,316399,20641.3,273059.9
0,Cash loans,F,N,N,1,134618.7,696407.7,28043.3,676734.4
1,Cash loans,F,N,Y,0,445118.1,917827.4,50971.7,1650506.3
0,Cash loans,F,N,Y,0,90197.9,963563,24005.6,695196
0,Cash loans,F,N,Y,0,175587,163170.1,21878.7,166246.1
0,Cash loans,F,N,Y,1,116777.8,322393.1,21151.3,308892.8
0,Cash loans,M,Y,Y,3,238666.1,383366.1,32626.2,461464.6
0,Revolving loans,F,N,Y,3,76878.5,93644.8,8695.9,133198.7
0,Cash loans,F,Y,Y,0,51763.7,204789.8,11418,124190.3
0,Cash loans,M,N,N,1,103602.8,606517.6,15451.4,164886.7
0,Cash loans,F,N,Y,3,294102,1027681.5,42178.3,1129009.1
0,Cash loans,F,N,Y,0,277835.7,1410958.2,23460.4,822361.2
0,Cash loans,F,N,Y,0,155683.2,783278.2,27026.8,925774.8
0,Cash loans,M,N,N,0,182863.6,756367.5,50151.4,1126532.8
0,Cash loans,F,N,Y,2,180900.8,825346.9,39964.8,873035.8
0,Cash loans,F,Y,Y,0,29829.5,177297.6,11220.2,167774.1
0,Revolving loans,F,N,Y,0,69599.9,180177,15112,210916.7
0,Revolving loans,F,N,Y,2,252783.2,172933.6,12126.1,188822.6
0,Cash loans,F,N,Y,1,153829,531939.1,24132.2,445958.7
1,Cash loans,F,N,Y,0,205097.8,594795.2,23436.5,663912.4
0,Cash loans,F,N,Y,0,202254.5,845750.7,69572.2,690382.3
0,Cash loans,F,N,N,0,142683.6,499352.8,39060.6,1140212.2
0,Cash loans,F,N,N,2,309149.1,470105.1,39943.2,455353.1
0,Revolving loans,M,Y,Y,0,57954.3,231718.5,8633.3,259039.6
0,Revolving loans,F,N,Y,0,76245.1,434116.9,33237.9,373585.6
0,Cash loans,M,Y,Y,2,62571,262487.7,11434.7,266337.6
0,Cash loans,M,N,N,1,180395.1,1463462.1,62773.7,2101962.3
0,Cash loans,M,N,Y,0,161896.5,489759.1,26803.3,443894.9
0,Revolving loans,M,Y,Y,2,226802.9,240685.5,6181,255861.3
0,Cash loans,F,N,N,0,70900.6,170382.1,16762.3,185376.1
0,Cash loans,F,N,Y,1,173806.3,806096.3,22042.8,766720.4
0,Revolving loans,F,Y,Y,1,45889.5,144907.2,10717.6,87448.1
0,Cash loans,F,N,Y,1,151479.1,230657.6,17147.5,313331.2
0,Cash loans,F,N,Y,2,230829,835032.2,27704,457655.3
0,Cash loans,F,N,N,0,72892.7,424383.8,30671.7,458829.1
0,Revolving loans,M,Y,Y,7,92626.9,83060.1,8489.8,137388.7
0,Cash loans,F,N,N,0,173317.8,618404.1,46246.9,670467.6
0,Cash loans,M,N,Y,0,208522.5,1218991.6,51733.8,1481196.6
0,Cash loans,F,N,Y,0,123561,899087.1,27030.5,459445.3
0,Cash loans,M,N,N,0,157745.3,499376.7,45051.9,455051.2
0,Cash loans,F,N,Y,1,801398.7,1556077.5,74310.2,1388097.3
0,Cash loans,F,N,Y,0,123973.8,1290184.2,41338.7,462984.2
0,Cash loans,M,N,Y,0,151155.6,391076.4,18691.3,267265.5
0,Revolving loans,F,N,Y,2,157088.1,166569.3,8248.1,200317.6
0,Cash loans,F,N,Y,1,181513.5,1052548.2,93501.5,1112152.7
0,Revolving loans,M,Y,Y,0,57480.2,157337.6,7040.4,227054.9
0,Cash loans,F,N,Y,1,206639.9,163893.1,11807.3,70306.6
1,Cash loans,F,N,Y,0,151748.2,314126.3,23869.8,313212.5
0,Revolving loans,F,Y,Y,0,316945.2,1039506,33610.3,891159.3
0,Cash loans,F,N,N,0,118980.7,223428.3,18553,398452.6
0,Cash loans,M,N,Y,1,343732.2,865818.1,64549.2,745457.2
0,Cash loans,F,N,N,0,74455.3,791780.4,25848.5,692990.4
0,Cash loans,F,N,N,0,83117.6,689636.8,18867.8,573608.5
1,Cash loans,M,N,N,0,158494.8,362189.4,24981.1,400165
0,Cash loans,M,Y,Y,0,88841.3,229689.1,14839.1,221911.3
0,Cash loans,M,Y,Y,2,154046.9,331300.5,9624.2,173603.6
0,Cash loans,F,N,Y,0,207273.6,1084743.7,29609.1,1120459.4
0,Revolving loans,F,N,Y,2,267285.9,35322.4,11715.4,251655.5
0,Cash loans,M,N,Y,1,230075.3,237770.5,17775,280702.1
0,Cash loans,M,N,Y,0,196268.6,277325.1,16231.9,185914
0,Cash loans,F,N,Y,1,115696.6,367766.6,10673.9,169048.7
0,Cash loans,M,N,N,2,299725.8,581046.1,30686.7,451073
0,Revolving loans,M,Y,Y,0,238108.9,190611.9,9813.4,257789.5
0,Cash loans,M,N,Y,2,116025.3,764227.7,20868.5,694040.6
0,Cash loans,F,N,N,1,151727.7,595659,29524,438875.4
